0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
"Macomb,MI",0,0,2.7183,0.5488,0,0.2865,0,0.6065,0,1.1597,1.4274,100,0.5769,13.6233,0.823501,0,0,0,0,4.1427,8.6709,0,0,0.9048,0,2.718300.4274,100,0,0.07813.08520,0,2.718303.6188,3.5277,2.8137,0.0006,0,0,1.7408,0.6065,0,2.9775,1.7827,0,0,0.3679
"Madison,AL",0,0,0,0,0,0,0,0.0247,0,0,0,0,0,0,0,0,0,0,0.4493,0,0,0,0,0,0,0,0,0,0,0,0.0224,0.0224,0,0,0,0,0,0,0,0,0,0,0,0
"Madison,IL",0,0,0,0,0,0,0,0,0,5.5938,0,2.7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2231,0,0,0,0.045,0,0,1.3454,0,0,0,0
"Madison,TX",0,0,0,0,0,0,0,0.4493,0,0,16.2928,1,0,0,0,0,0,0,1.9758,0,0,0,0,0,0,0,0,0.0033,0,1,0,0,0,0,0,0,1,0,0,0,0,0,31.5799,0
"Manatee,FL",0,0,6.4366,0,2.7203,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0334,0,0,0,0,0,0,0,0,0,0,0.8607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manitowoc,WI",0.0388,0,0.8607,0,0,0,0,0,0,0.0045,1,0,0.2231,0,0,0,0,0,0.1054,5.6711,3.6713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2227,0,0,0
"Maricopa,AZ",0,0.7047,1000,0.0014,0,0,0,0,0,0.4066,0.1496,0.6376,0,2.7183,0.1353,0.1496,0,0,0.7408,0,0,004.43260.2019,0011.31470.3468,0,0,0.9142,0,0,0,0,0,0,0,0.0273,2.0273,5.6277,0,0,0,0,2.7183,0,0,0
"Marin,CA",0,0,0.0002,0,0,0,0,0,0.0954,0.4177,0,0.4584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1003,0,0,0,0.3584,0.1225,4.7014,0,3.5741,10.9518,1.4223,0,0.0091,0,0.522
"Marion,IN",0,0,0,0,0,0,0,0,0,0.7788,0,0,0,0,0,0,0,0,0,0.0035,1,0,0,0,0,0,0.4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marion,OR",0,0,2.71830.0202,0,0.9048,2.7183,0,0.0408,0,0.70470.0111,0.0235,2.7183,0,0,5.13990.9512,0,0,0,0.7047,3.4591,0,0,0,2.7183,0,37.6752.7183,5.60512.257,0,0,0,0.00521,0.0429,2.7183,0,0,0,3.595,0.4724,0,0,10,0,10,0.5373
"Marion,WV",0,0,0,0,3.0951,0,0,0,0,0.0011,0,0.1572,0,0,0,0,0,0,0.3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Marshall,KS",0,0,0,0,0,0,0,0.6703,0,2.7183,0,0.0003,0,0,0.6376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8187,0,0,0,0,0,0,0,0,0,0,0.0106,0,0,0
"Marshall,WV",0,0,0,0,0,0,0,0,0,0,0,0.4724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6959,1.2466,5.1376,1,0,0,0,0,0,0,0
"Mason,WA",0,0,0,0,0,0,0,0,0,0,0.9048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.014,0,1.4966,0,0,0,0,0,0,0.3499,0,0,0,0,0,0,0
"Maury,TN",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.1682,1.7408,0,0,0,0,0,0,0,0,2.7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maverick,TX",0,0,2.7183,0,0,0.0362,0,0.0007,0,16.6773,0,3.6695,0.0302,0,0.1955,0,0,0,0.0398,0.0302,0,0,0,0,0,0,0,0,0,0,0,0,5.7551,2.7266,2.4382,1.0639,0.3012,0,0,37.7745,1.6015,0.7413,0,4.6697
"Mayes,OK",0,0,0,0,0.8245,0,0,0,0.4066,0,0,0.8607,0,0,0,2.7183,0,0,0,0,0,0,0,2.7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Medina,OH",0,0,0,0,0,0,0,0,0,0,0,0.8187,0,0.3867,0.3867,0.5769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mercer,PA",0,0,0,0,0,0,0,0,0,0,0.0498,0,0,0,0.1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498,0,0.5898,0,0,0,0,0,0,0,0,0,0,0,0
"Miami,OH",0,0,0.4066,0.0351,11.9034,0,0,0,0,0,0,0.2865,0,0,0,0,0,0,2.7183,0,0,0.8607,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,1.2422,0,0,0,0,0,0.3166,0
"Middlesex,MA",0,0,10,0,0,0,19.8652,0,0,0,0,0.57691,0,2.71830.9512,11,1.9512,0.5769,0,0,10,0,0,0,0,0,0,0,0,0,0,0.25920.4274,0.2592,2.7183,0,0,0,0,0,0,0.7047,0,0,0,0
"Middlesex,NJ",0,0,0.4724,0.055,26.1061,0,0,0.0074,0,0,0,00.86071.8607,0,0,0,0,0,0.9048,0.63201.9025,0,0,0,0,0,0,0,0,22.3358,0,18.7875,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4066
"Midland,MI",0,0,0,0,0,0,0.0302,0.7788,0,0.8607,2.7352,0.9518,0,0,0,0,0,108.3975,0.2346,0,0,0,0,0,0,0,0.5769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247,0,0,0
"Millard,UT",0,0.6703,0,0,0,0,0,0,0.1827,0,0,0,0,0,2.7183,0.6376,0,0,0,0,0.6703,0,0,0,1,2.7183,2.748,0,0,0.7788,0,0,0.9512,0,0,2.7183,0,0,0,0,0,0,0,0
"Mingo,WV",0,0,0,0,0,0,0,1,0,0,0,0.7788,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7183
"Minnehaha,SD",59.7756,1.0011,0,0.2578,0,0,0,2.7183,0.192,0,0,0.0027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7183,0,0,0,0,0,0,0
"Mississippi,AR",0,0,0.9048,0,2.7183,2.7261,0,2.7183,0,0,0,0,0,31.9129,2.7183,0,0,0,0,0.6376,0,0,0,0,0,0,0,0,39.5003,0,0,0,0,0,0,0,0,0,1,0,1,0.0018,0,2.7183
"Mobile,AL",0,0,0,0,0,0,0,0,0,0,2.2404,0.9512,0,0,0,0,0,0.2592,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2781,0
"Mohave,AZ",0,0.0009,1.5822,0.1827,0,0.1225,0,0.3747,0,0.8607,1,4.7226,0.6065,3.9305,0,0.6703,0.8607,0.9512,0,0,0.6703,0,0.0143,0,0,0,0,0.9048,0.1165,0,0,0,0,0,0.3867,0,3.5867,0,0,0,1,0.3166,0,2.8291
"Monmouth,NJ",0,0,2.718300.8187,0.670302.7183,0,0.7504,0,0,0,100,0.9512,0.95120.70470,2.7183,2.71830.95120,0,3.423015.2217,0.8607,0,1.8561,0,0,49.7677,62.106800.522,0.2122,0,0,0,0,0.4966,0.4724,0,0.0287,44.0766,0,0,3.7183,2.718302.7183,0.3679,0,0,0.9512,0,0,0.1827
"Monroe,NY",0.0202,0,15.4366,0.2446,2.9639,2.7183,0,0.7719,0.7047,0,0,2.7681,2.5,0,0.9048,1,0,00.49913.1906,0.21220.11650.7441,0,0,0.6376,0,0,0.8187,0.6703,0,2.7183,0,0.951203.2215,0,0,0,1.6871,0.9512,2.718501.0434,0.2466,310.9259,353.5845,2.6015,0,0.6703,1,0
"Monroe,WV",0.4724,0,0,0,0.0101,0,0,2.7183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8187,0,0,0,0,0,0,0.3867,0,0,0,0,0,0.4724,0.8607
"Montcalm,MI",0,0,0,0,0,0,0,0,0,2.7183,1.5769,0,0,0,0,0,0,0,2.7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8632,0
"Monterey,CA",0,0,0,0,0,0,0,0,0,0,0.6376,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,1.1876,0,0.0002,0,0,0,0,0,0,0,0,0,0,0
"Montgomery,KY",0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0.0011,0,0,0,0,0,4.2545,6.6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montgomery,MD",0,0.0287,0.2725,0,0,0,0,0,0,0.0014,0,1,0,0,0,0,0,0.6376,0.7277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7541,43.4662,64.4586,0,0,0,0.6065,0
"Montgomery,PA",0,0.522,2.7183,0,0,0,0,0,0,0,0,0.0011,0,8.3778,0.8607,0,0,0.8607,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0608,5.7676,2.1537,3.6087,10,0,0,0.9048,0,0,0,0.0166
"Morgan,AL",0,0,0,0,0,0,0,0,0,0,1,0.0087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.1864,0,10.642,0,0,0,0.0002,0,0,0.026,0,0,0,0,0,0.7408,0
"Morris,NJ",0,0,0.637600.15721,0,0,0,2.7183,0,0,0.4066,12.8789,0.1108,16.4751,0,00.951200.6399,0,0,0.7047,0,0,0,0,0,3.6231,0,0,3.024,0,0.4493,0.9048,0,0,0,0,0,0,0,0,0,0,0.3166,57.4072,4.158,24.023
"Morton,ND",0,0,0,0,0,0,0,0,0,0,0,0.8499,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1553,2.7251,0,0,0,0,0,0,0,0,0
"Multnomah,OR",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.1265,0.8876,0,0,0,0,0,0,0,0,0,0,0,0
"Muskingum,OH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9512,0,0,0,0,0.7047,0,0,0,0.7788,0,0,0.7788,0,0.7788,0,0,0,0.7788,0,0,0,0,0.7788,0,0,0,0
"Nantucket,MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7183,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7183,15.8336,20.1309,0,0,0,0,0
"Nassau,NY",0,0,0,0,0,0,0,0,0,0,4.2939,0,0,0,0,0,0,0,0,2.7183,0,0,0,0,2.7183,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.447,0
"New Castle,DE",0,0.2122,3.66951,0.0008,0,0.7788,0.316600.86070,1.3178,0,2.8971,0,0.5129000.2592,0,6.4366,0,1000.8607,1.4269,0,0,0,0,0,0,0,0.6376,0,0,0,2.981201,0.8607,0,0,0,12.0981,7.2621,19.1868,0,0,0,10.1813,0,0,0.0101,0.6376
"New Hanover,NC",0,0,0,0,0,0,0,0.7123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8187,0,0,0,0,0,0,0,0,0,0.5769,0,0,0,0,0.5769
"New Haven,CT",0,0,0,0,0,2.7183,0,0,0,0,0,0.64190.9048,0,6.43662.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41641.9869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71830.522
"New York,NY",0,0,0,0,0,0,0,0,0,0,0,0.1572,0,1.4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nez Perce,ID",0,0,0,0,0,0,0,2.7183,0,10.0852,0,0,0,0,0,0,0,0,0.1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6971,0,0,0,0.5876
"Nicholas,WV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6065,0,0,0.6703,0,0.4493,0,0,0,0,0,0,0,0,0,2.7183,0,0,0,0,0,0,0,0,0,0,0.4066,0,0,0
"Noble,OK",0.9512,0,0,0,0,0,0,0,0,0.9048,0,0,0,0,0,0,0,0.8607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9512,0,0,0,0,0,0,0
"Norfolk,MA",0,0.0017,1,0,0.2592,0,2.7183,0,4.9414,02.718311.96620,11.8112,201,0,0.1003,00.182702.8836,2.7183,0,0.9512,2.7183,0,0,0.0129,0,0,0.9512,00.18272.71830,2.3019,0.7408,0,3.0349,0,0,0,2.7183,0,0,10.067200.9512,0.7408,0,16.5472,0,0.5488,43.1447,1.2535
"Northampton,PA",0,0,0,0,0,0,0.8556,0,0,0.4467,0.5769,10.015,76.1285,0,0.0672,0,0.9048,0,0.9048,0,0,0,0,0,11.2568,0,0,0,0,0.2231,0.8187,0,0,0,0.8187,0,0,0,0,0,0,0.0183,0.8187,0
"Northumberland,PA",0,2.8606,2.7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7024,7.9983,9.7604,0,0,0,0,0,0,0,0
"Nueces,TX",0,0,0,0,0,0,0,0.9048,0,0,6.4741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3191,0,30.8148,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9048
"Oakland,MI",0,0,05.43663.63541,11,0.08638.30680.77880,0.6065000.522,0.6703,2.3614,0.8187,0,0,014.31890.9512,0,148.4061,0,0.7047,0,0.6376,0.2122,11.8004,11.823600.00130,10,0,00.05230.30120,2.7183,0.1353,00.95120.14230.7788,0.1496,172.1154,02.71832.12862.7183,0,0,0,0,0.4274,0.0166,0.7057,10.2122,0.5488,10,0.94411,1.2406,0,005.68811.8187
"Ohio,WV",0,0.5488,1.036,0,0,0,0,0,0,0,18.8553,2.7183,0.9512,0,0,0,0,0,4.2952,0,0,0,0,0,0,0,0,6.1848,0,18.9546,0,0,0,0,0,0,0,1,0,0,0,0,20.9838,0
"Oklahoma,OK",0,0.6703,0,0.2865,0,0,0,0.6703,1.1689,0,0,0.8187,0,0.6065,0,1,0,0,0.6703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7183,2.7183,2.7183,0.3329,0,0,0,0,3.6695,0,0.2346
"Orange,CA",0,0.8611,04.0587.7981,1.087,01.904849.1297,0.9512,0,0.8001,0.6713,0,05.38076.4366,0.8188,2.718302.7183,0.8187,0.1921,1.9048,88.92850.54880.4274,0.0087,0.070703.57,0,0,0.4066,0,0.1165,0,0,0,095.17772.7183,00.81870.522,042.6934.1044,0.7408,1.6095,0,0,0.7788,0.109800.4274,2.7183,0,0,0.4066,0,0,00.38381.4493,1
"Orleans,LA",0,0,0,0,0,0,0.9785,0.0235,0,0,0,0.0101,0,5.5395,0,11.3516,2.7183,0,0,0,0,0,0.4066,0,0,0,0,0,5.1836,0,0,0,0,0,0.0369,0.0369,0,0,0.0041,0,0,1.73,0,0.3729
"Orleans,VT",2.7183,0,0,0,0,2.5108,0,0,0.4066,0,2.7183,0,0.7408,0,0,3.4078,0,1,0,0,0.2231,0,0.6376,0.9512,0.522,0,0.0009,0,0,0,13.6554,20.5737,0,0,0,0,0.7408,0,0,0,0.9048,0.4724,0,0.7788
"Osage,KS",0,0,0,0,2.901,0,0,0,0,0,0,1.9512,0,0,0,2.7183,0.2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0
"Ottawa,MI",0,0,2.7183,0,0,2.7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6703,1.5361,0,0,0,0,0,0,0,0,0,0,0,0
"Ottawa,OH",0,0,0.6703,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,17.8408,0,0,0,0,0,0,0,0,0,0,0,0.7047,0,0,0,0,0,0,0,0,0,0,2.7183,0,0,0
"Outagamie,WI",0,0,0,0,0,0,0,0,12.3681,0,0.8187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3867,0,0,0,1.9337,0,0,0,0
"Ozaukee,WI",0,0,0,0,0,0.4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.7183,0,0,0,0,0,3.7183,0,0,0,0,0,0,0,0,0,0,0,0
"Passaic,NJ",6.3429,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Pemiscot,MO",0,0,2.7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9791,2.025,3.6224,0,0,0,0,0,0,0,0
"Perry,KY",0,0,0,0,0.6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.8187,0,0,0,0,0,0,0.7788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pierce,WA",0,51.8599,0.6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7183,0,0,0,0,0,0,2.7183
"Pike,AL",0,0,2.7183,0,0,0.6376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2019,0,0,0,0,0,0,0,0,1.0001,3.901,0,0,0,0,0,0,0,0,0,0,0,0
"Pike,MO",0,0,6.2973,0.5917,2.7183,0,0.2466,0.0408,4.6207,0,1.3867,3.6695,1.531,0.9512,0.8607,0.7047,1,0,0,0,0,158.8508,182.2374,0,0,0,0.0317,0,0,0.4507,0.4066,0,0,0,0,0.3679,5.2018,0,0.0033,0,2.7183,0,0,0.8607
"Pima,AZ",0,0,1,0.9048,0,0,0,0,1,0,0,0.2045,0,0,0,0,0.7408,0,0.461,0,0,0.2019,0.9048,0,0,0,0,0,0,0.0071,0,0,0,54.5184,40.5823,28.2584,0,0,0.1423,0,0,0,0.2019,0
"Pinellas,FL",0,1,0,0,0,0,0,0,0,0,1.7788,0,0,10,0,0,0.9512,2.7183,0,0,0,15.3194,5.8374,0,0,0,0,0,0,0,0,0,0,0,1.7655,0,0,0,0,0,0,0,0,0
"Placer,CA",0,0.4066,0,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0,0,0.4724,0,0,0,0,0.6376,0,0,0,0,0,0.8607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Platte,MO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608,0,0,0.1496,0,13.786,16.8401,1.2332,0,0,0,0,0,0,0,0,0,0.0111,0
"Plymouth,MA",0,0,0.0058,0,0,0,0,0,0,4.0458,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2725,0,0,0,0,0,0.5769,1,0,0,0,0
"Pocahontas,WV",0,0,0,0,0,0,0,0,0,0,0.3867,0,0,5.553,0,0,0,0,0,0,0,0,0,0,1.1901,0,0,0,9.1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Polk,FL",0,0,0,0.0366,3.7587,0,0,0.0863,0,0,0,0.90480.4351,0,0,0,0,0,0,0.0429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.7183,0,0,0,0,0.0429,0,0.7408
"Pottawatomie,KS",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9512,0,0,0,0,0,0,0,0,0,0,5.4574,0,0,0,0,0,0,0,0,0,0,2.7183,0,0,0,0,0,0.9512,0
"Pulaski,AR",0,0,1.2286,0,0,0.522,0,0,0,0,0,1.4236,0,0,0.1423,0,0,0,0,0,0.015,0,1,0,0.7788,5.4006,0,0,0,0.0743,0,0,0,0.4472,12.0503,12.0068,10,0,0,0,0,0,0,0.7047
"Pulaski,VA",0,0,0,0,0,0,0,0.0013,0,0,15.239,0.4724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4493,0,0,0,0,0,11.2421,0
"Putnam,WV",10,0,0,0,0,0,10,0,0,0,0,0,0.5488,0,0,0.6065,10,0,10,0,10,10.5488,0.5488,0,0,0,0,10,10,0,10,0,0,0,10,0,0,0,0,10,0,0,10,0
"Queens,NY",0,0,0.3329,0,0,0,0,0,0,0.4274,0.4274,0,0,0,0,0,0,0.4274,0,0.0043,0,3.2149,6.3061,0,0,0,0,0,0,0.4724,0,0,0,0,0.7911,0.2783,10,0,0,0,0.0047,0,0,0.1738
"Randolph,WV",0,01.21062.9103,0,0,10,0,0,10.192,0,0,100,5.0194,0,10,0.8356,10.0106,0,0,0.07110.01740,0,0,0,0.7047,0,0.9048,0,0.74088.04320.3329,0,0,0,0.9512,100,14.7375,3.2952,2.7183,4.6469,0.80010.95412.7183,0,0.2113,0.7047,0.3679,0.192,0,3.4591
"Rapides,LA",0,0,1,0,0,0,0,0,0,5.7239,0,0,0,0.0273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.2232,0,0,1,0
"Reno,KS",0.7375,1.992,17.9532,2.5223,2.1644,2.846,1.6384,9.4536,2.6703,0.2342,3.1567,3.8524,2.9946,0.8879,0.6703,1.6184,0.7376,1.7236,2.0855,0,3.5111,1.7813,0.9512,3.9762,3.579,1.2294,0,3.8636,3.6352,3.4913,4.3886,0.9512,0,1.0039,1.1068,5.8045,4.7103,0.4493,7.9591,2.7855,4.2172,3.6913,3.3886,3.4315
"Rensselaer,NY",0,0.0672,1.9048,0,0,1.3473,0,0,0,4.0195,0,0.1738,3.7183,0,0.2592,0,0,0,0.3537,0,0,0,0,0,62.145,0,0.2592,0,0,0,0.7047,0.2592,0,0,0,0,1.9912,0,0,0.1165,0,0.3867,0,0.4724
"Richland,OH",0,0,0,0,0,0.4724,0.1496,0.0408,0,0,0,0,2.7183,0,0,0,0,0.674,0,0,0.8607,0,0,3.7183,0.3867,0,0,0,0,2.7183,0,0,0,0,0,0,1,0.2122,0,0,0,0,0,0
"Richland,SC",0,0,1.3499,0,2.7183,0,0,0,0,0.4724,0.001,2.7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0901,7.6468,8.3456,1.08,0,2.7183,0,0,0,0,0
"Riley,KS",0.4066,0,2.71830.6376,0,0,0,2.7183,0.0781,23.4754,0,0.192,0.3499,0,0,0,0.7047,0,0,0,0,0,0,0,0,0.0907,0,0,0,0,0.0032,0,0.3867,0,0,0,0,2.6376,0,0,0.0001,0,0,0,0.3867
"Riverside,CA",1,0,0,0,2.7183,0,2.71831,0,0,0,0,0,9.1735,0,0,0,0,0,0,0,0,1,0,9.6343,0,0,0,0,2.7183,0,0,0,0,0,0,0,0,0,0,0,0,27.4324,0,20.4087
"Robertson,TN",0,1.1687,1.5853,0,0,0,0,0,0,0,0,0,0.9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0549,15.0744,20.2727,0,0.0158,0,0,0,0,0,0
"Rock,WI",0,0,0.8187,0,0,0,0,0,0,0,0,0.6376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158,0.1496,0.7788,0,0,0,0,0,0,0,0
"Rockingham,NH",0,0.0781,0.9048,0.0781,3.0043,0,0,0.9512,0,0,0,0,0,0,0,0,0,0.0317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0.0781,0,0,0
"Rockland,NY",0,0,2.7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7183,0,8.3276,0,0,0,2.7183,0,0,0,2.7183,0,0,0
"Ross,OH",0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2527,0,0,0,0
"Rowan,NC",0,0.1003,1.3329,0.5769,0,0,0,0,0,1,0,0,0,0,0,0.7788,0,0,0,0,0,0,0,0,0,2.7183,0,0,0,0,2.7183,0,0,0,0.7788,0.1653,1.0493,0,0,0,0,0,0,0
"Rutland,VT",0,0,20,0,0,2.7183,0,0,0,0,10,0,0,11.4966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183,0,0,0,8.8074,2.7183,0,0,0,0,0,0,0,0,0,0.6065
"Sacramento,CA",0,0,0,0,0,0,0,0,0,0.1392,0.8187,0,0.7788,0,0.6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1069,0.3867,0.0033,0,1.5488
"Saline,AR",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2122,0.2122,0,0,0,0,0,0,0,0,0,0,0,0
"Salt Lake,UT",0,0,0.001,0,0,0,0,0.0408,0,0,0,0,0,0,0.5488,0,0,0,0,0,0,0,0,0,9.5048,0,0,0,0,0,0,0,0,0,0.7788,0,0.5769,0,0,0.5723,0,0,0,1.5896
"San Diego,CA",0,0.0061,0.1423,0,0,0.0247,0,0,0,9.65140.6376,0,2.3276,0.6703,0.9048,0,0,0,0,0,0,0,0,0,0,0.9048,0,3.0682,0,0,0,0.0166,0.0166,0,0,0.0013,0.6065,0.0039,0,0,6.9261,0,0.0027,0,0
"San Mateo,CA",0,0,0,0,0,0,0,0.0004,0,0.4493,0.0213,3.6231,0.8187,0,0,3.1906,0,0,0,0,0,42.2973,38.5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Patricio,TX",0.0224,0.0578,0.0193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639,0,0,0,0,0,0,0,0.0672,0,0,0,0.9232,0,0,0,0,0
"Santa Clara,CA",100,100,0,0.7047,3.7657,0,100,0,0,0,0,01.39570.3329,0,0,0.9048,0.8607,100,00.13530.1165,0,11.0403,3.7478,100,0,0,0,100,2.7183,0,100,0,0,0,0,0.0743,0.0743,0.2019,0,0,0,100,0.1423,0,0,0
"Santa Rosa,FL",0,17.6809,0.0007,0,0,0,0,0,0,0,0,0.0351,0,0,0,0,0,0,0,0,0,0,0,2.7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Sarasota,FL",0,0,3.2403,0,0,0,0,0,0,0.5769,0,0.7408,0,0,2.7828,0,0,3.579,0.5769,0.5769,0.7047,0,0,0,0.3304,0,32.495,0,0,0,1.3772,0.9048,0.3329,0,0.9048,0,0.2663,0,0,0,0.1108,0,0,0
"Saratoga,NY",3.6079,2.718302.7183,2.7213,0.8187,0,0,0,1.6457,34.6812,0.002100.015,0,1.445500.3567,0,0,0,0,1.020202.7183,0.6094,0.020204.4236,0,0.0302,0.030200.7047,0,0,2.7183,0.0235,0.8187,0.0224,0,0,0.020200.0557,0.4066,28.1317,2.7183,2.7183,2.7183,0.000100.0907,0,0,1.0493,0,0.7408,0,2.718302.7183
"Sarpy,NE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7183,5.0643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
